client_id,client_nom,type_client,ville,ca_total_usd,nb_transactions,date_premiere_visite,date_derniere_visite,fidele
C01326,Anonyme,Personne courante,Kolwezi,189.75,1,2022-08-18,2022-08-18,0
C01326,Client_PC_01326,Personne courante,Lubumbashi,1378.05,14,2022-08-08,2025-07-31,1
C01327,Anonyme,Personne courante,Kolwezi,362.0,2,2022-08-03,2024-06-10,0
C01327,Client_PC_01327,Personne courante,Lubumbashi,846.76,13,2022-09-15,2025-05-12,1
C01328,Client_PC_01328,Personne courante,Lubumbashi,863.4,16,2022-08-10,2025-06-10,1
C01329,Anonyme,Personne courante,Kolwezi,379.4,2,2022-09-23,2024-07-26,0
C01329,Client_PC_01329,Personne courante,Lubumbashi,2871.71,19,2022-11-21,2025-04-29,1
C01330,Client_PC_01330,Personne courante,Lubumbashi,1534.42,13,2022-08-04,2025-06-14,1
C01331,Client_PC_01331,Personne courante,Lubumbashi,811.2,9,2022-09-10,2025-05-15,1
C01332,Anonyme,Personne courante,Lubumbashi,63.0,1,2024-09-24,2024-09-24,0
C01332,Client_PC_01332,Personne courante,Lubumbashi,580.72,17,2022-08-12,2025-07-08,1
C01333,Client_PC_01333,Personne courante,Lubumbashi,809.97,16,2022-12-08,2024-12-27,1
C01334,Anonyme,Personne courante,Lubumbashi,2.1,1,2022-09-14,2022-09-14,0
C01334,Client_PC_01334,Personne courante,Lubumbashi,2379.85,18,2022-08-15,2025-04-19,1
C01335,Client_PC_01335,Personne courante,Lubumbashi,1346.55,10,2022-11-14,2025-03-07,1
C01336,Anonyme,Personne courante,Lubumbashi,5.32,1,2023-08-29,2023-08-29,0
C01336,Client_PC_01336,Personne courante,Lubumbashi,900.85,10,2022-10-28,2024-11-19,1
C01337,Client_PC_01337,Personne courante,Lubumbashi,745.8,7,2022-09-26,2025-07-30,1
C01338,Client_PC_01338,Personne courante,Lubumbashi,1502.45,13,2022-08-26,2025-04-08,1
C01339,Client_PC_01339,Personne courante,Lubumbashi,755.95,14,2022-11-10,2025-01-18,1
C01340,Client_PC_01340,Personne courante,Lubumbashi,1595.59,17,2022-08-22,2025-03-31,1
C01341,Anonyme,Personne courante,Kolwezi,91.6,2,2023-08-20,2024-11-12,0
C01341,Client_PC_01341,Personne courante,Lubumbashi,895.45,7,2022-08-31,2025-06-12,1
C01342,Anonyme,Personne courante,Lubumbashi,285.0,1,2023-09-08,2023-09-08,0
C01342,Client_PC_01342,Personne courante,Lubumbashi,423.61,10,2022-12-12,2025-07-10,1
C01343,Client_PC_01343,Personne courante,Lubumbashi,971.65,17,2022-10-19,2025-07-01,1
C01344,Anonyme,Personne courante,Lubumbashi,189.75,1,2024-11-28,2024-11-28,0
C01344,Client_PC_01344,Personne courante,Lubumbashi,1358.025,13,2022-09-26,2025-01-22,1
C01345,Client_PC_01345,Personne courante,Lubumbashi,2593.45,23,2022-08-13,2025-06-24,1
C01346,Client_PC_01346,Personne courante,Kolwezi,1024.925,12,2022-08-01,2025-05-05,1
C01347,Anonyme,Personne courante,Lubumbashi,165.0,1,2024-10-11,2024-10-11,0
C01347,Client_PC_01347,Personne courante,Lubumbashi,1303.2,12,2022-09-10,2025-07-16,1
C01348,Client_PC_01348,Personne courante,Lubumbashi,796.55,7,2022-09-23,2025-02-23,1
C01349,Client_PC_01349,Personne courante,Lubumbashi,690.33,14,2022-12-09,2024-09-19,1
C01350,Anonyme,Personne courante,Kolwezi,0.75,1,2024-01-10,2024-01-10,0
C01350,Client_PC_01350,Personne courante,Lubumbashi,1137.23,9,2022-08-18,2025-02-25,1
C01351,Anonyme,Personne courante,Kolwezi,27.08,2,2023-03-08,2024-05-03,0
C01351,Client_PC_01351,Personne courante,Lubumbashi,1230.06,15,2022-08-24,2025-07-23,1
C01352,Anonyme,Personne courante,Likasi,2.1,1,2024-08-20,2024-08-20,0
C01352,Client_PC_01352,Personne courante,Lubumbashi,863.7,6,2022-08-02,2025-03-15,1
C01353,Anonyme,Personne courante,Lubumbashi,14.19,1,2022-10-20,2022-10-20,0
C01353,Client_PC_01353,Personne courante,Lubumbashi,1342.7,12,2022-11-30,2025-04-17,1
C01354,Client_PC_01354,Personne courante,Lubumbashi,867.76,15,2022-09-16,2025-01-31,1
C01355,Anonyme,Personne courante,Lubumbashi,165.0,2,2022-09-07,2025-06-04,0
C01355,Client_PC_01355,Personne courante,Lubumbashi,2025.42,21,2022-08-08,2025-02-04,1
C01356,Anonyme,Personne courante,Likasi,16.5,1,2023-02-17,2023-02-17,0
C01356,Client_PC_01356,Personne courante,Lubumbashi,920.7,11,2022-10-31,2025-07-01,1
C01357,Anonyme,Personne courante,Lubumbashi,129.0,2,2022-08-04,2023-12-11,0
C01357,Client_PC_01357,Personne courante,Lubumbashi,549.94,14,2023-04-18,2025-07-20,1
C01358,Client_PC_01358,Personne courante,Lubumbashi,1901.35,18,2022-08-07,2024-12-19,1
C01359,Anonyme,Personne courante,Kolwezi,21.0,1,2024-04-05,2024-04-05,0
C01359,Client_PC_01359,Personne courante,Lubumbashi,1140.3,17,2022-11-11,2025-03-19,1
C01360,Anonyme,Personne courante,Lubumbashi,63.0,1,2024-05-02,2024-05-02,0
C01360,Client_PC_01360,Personne courante,Lubumbashi,806.05,15,2022-08-02,2025-07-08,1
C01361,Anonyme,Personne courante,Lubumbashi,49.5,2,2024-06-21,2025-06-19,0
C01361,Client_PC_01361,Personne courante,Lubumbashi,619.59,15,2022-08-02,2025-05-03,1
C01362,Client_PC_01362,Personne courante,Lubumbashi,743.05,15,2022-11-14,2025-05-05,1
C01363,Client_PC_01363,Personne courante,Lubumbashi,2400.4500000000003,15,2022-08-08,2025-02-18,1
C01364,Client_PC_01364,Personne courante,Lubumbashi,508.75,9,2022-12-15,2025-07-19,1
C01365,Client_PC_01365,Personne courante,Lubumbashi,1393.83,12,2023-05-26,2025-07-07,1
C01366,Anonyme,Personne courante,Lubumbashi,329.7,3,2022-09-28,2025-05-14,1
C01366,Client_PC_01366,Personne courante,Lubumbashi,554.37,14,2022-09-16,2025-06-30,1
C01367,Client_PC_01367,Personne courante,Lubumbashi,445.25,5,2022-11-29,2024-09-25,1
C01368,Anonyme,Personne courante,Lubumbashi,43.2,1,2024-12-14,2024-12-14,0
C01368,Client_PC_01368,Personne courante,Lubumbashi,1347.3899999999999,17,2022-08-31,2025-07-29,1
C01369,Anonyme,Personne courante,Lubumbashi,57.0,1,2024-10-19,2024-10-19,0
C01369,Client_PC_01369,Personne courante,Lubumbashi,675.46,10,2022-08-16,2025-06-21,1
C01370,Anonyme,Personne courante,Lubumbashi,5.4,1,2022-12-08,2022-12-08,0
C01370,Client_PC_01370,Personne courante,Lubumbashi,672.86,11,2022-11-16,2025-03-19,1
C01371,Anonyme,Personne courante,Likasi,6.0,1,2022-10-21,2022-10-21,0
C01371,Client_PC_01371,Personne courante,Lubumbashi,751.5,10,2022-08-04,2025-05-27,1
C01372,Client_PC_01372,Personne courante,Lubumbashi,402.09,13,2022-09-22,2025-07-16,1
C01373,Client_PC_01373,Personne courante,Lubumbashi,933.35,11,2022-10-11,2025-06-11,1
C01374,Anonyme,Personne courante,Lubumbashi,112.0,1,2023-08-21,2023-08-21,0
C01374,Client_PC_01374,Personne courante,Lubumbashi,1321.1999999999998,11,2022-08-22,2025-07-04,1
C01375,Client_PC_01375,Personne courante,Kolwezi,591.025,11,2022-10-19,2025-05-31,1
C01376,Anonyme,Personne courante,Kolwezi,238.0,1,2023-03-19,2023-03-19,0
C01376,Client_PC_01376,Personne courante,Lubumbashi,2370.15,14,2022-08-11,2025-01-11,1
C01377,Client_PC_01377,Personne courante,Lubumbashi,2070.4,16,2022-09-13,2025-07-07,1
C01378,Client_PC_01378,Personne courante,Lubumbashi,656.13,12,2022-09-02,2024-09-17,1
C01379,Client_PC_01379,Personne courante,Lubumbashi,1024.7,8,2022-08-11,2025-07-07,1
C01380,Anonyme,Personne courante,Lubumbashi,33.0,1,2024-05-10,2024-05-10,0
C01380,Client_PC_01380,Personne courante,Lubumbashi,1445.8300000000002,17,2022-10-06,2025-07-18,1
C01381,Client_PC_01381,Personne courante,Lubumbashi,1242.62,18,2022-08-03,2024-11-28,1
C01382,Client_PC_01382,Personne courante,Lubumbashi,224.4,6,2023-01-05,2025-05-04,1
C01383,Anonyme,Personne courante,Kolwezi,38.32,2,2023-06-30,2024-03-05,0
C01383,Client_PC_01383,Personne courante,Lubumbashi,1774.44,15,2022-08-01,2025-07-07,1
C01384,Client_PC_01384,Personne courante,Lubumbashi,2843.37,21,2022-08-02,2025-07-14,1
C01385,Client_PC_01385,Personne courante,Lubumbashi,500.925,12,2022-08-27,2025-06-06,1
C01386,Anonyme,Personne courante,Lubumbashi,3.0,1,2025-06-30,2025-06-30,0
C01386,Client_PC_01386,Personne courante,Lubumbashi,1273.1499999999999,11,2022-09-27,2025-03-07,1
C01387,Anonyme,Personne courante,Lubumbashi,12.15,1,2024-07-30,2024-07-30,0
C01387,Client_PC_01387,Personne courante,Lubumbashi,803.3399999999999,8,2023-10-30,2025-01-13,1
C01388,Anonyme,Personne courante,Lubumbashi,438.0,2,2023-07-20,2025-07-22,0
C01388,Client_PC_01388,Personne courante,Lubumbashi,240.85,11,2022-08-13,2025-07-09,1
C01389,Anonyme,Personne courante,Lubumbashi,156.0,2,2023-07-05,2024-09-24,0
C01389,Client_PC_01389,Personne courante,Lubumbashi,1383.45,22,2022-08-05,2025-07-18,1
C01390,Anonyme,Personne courante,Lubumbashi,57.0,1,2025-01-25,2025-01-25,0
C01390,Client_PC_01390,Personne courante,Lubumbashi,2394.195,19,2022-08-08,2025-03-31,1
C01391,Client_PC_01391,Personne courante,Lubumbashi,986.49,14,2022-09-27,2025-06-09,1
C01392,Client_PC_01392,Personne courante,Lubumbashi,2099.73,14,2022-11-04,2024-12-26,1
C01393,Anonyme,Personne courante,Kolwezi,10.35,2,2023-06-13,2025-03-25,0
C01393,Client_PC_01393,Personne courante,Lubumbashi,942.13,11,2022-08-02,2024-10-15,1
C01394,Client_PC_01394,Personne courante,Lubumbashi,1201.6,13,2022-09-05,2025-03-21,1
C01395,Anonyme,Personne courante,Lubumbashi,352.1,2,2023-10-16,2024-08-03,0
C01395,Client_PC_01395,Personne courante,Lubumbashi,1136.33,15,2022-08-08,2024-12-31,1
C01396,Client_PC_01396,Personne courante,Lubumbashi,1232.25,11,2022-08-03,2024-06-28,1
C01397,Client_PC_01397,Personne courante,Lubumbashi,243.56,11,2022-08-16,2025-07-14,1
C01398,Anonyme,Personne courante,Lubumbashi,4.5,1,2025-01-24,2025-01-24,0
C01398,Client_PC_01398,Personne courante,Lubumbashi,1442.95,10,2022-09-21,2025-05-19,1
C01399,Client_PC_01399,Personne courante,Lubumbashi,1189.5,9,2022-08-15,2025-05-01,1
C01400,Anonyme,Personne courante,Lubumbashi,2.1,1,2023-09-26,2023-09-26,0
C01400,Client_PC_01400,Personne courante,Lubumbashi,999.1,12,2022-11-18,2025-07-14,1
C01401,Client_PC_01401,Personne courante,Lubumbashi,1095.78,14,2022-08-02,2025-01-13,1
C01402,Client_PC_01402,Personne courante,Lubumbashi,596.87,12,2022-08-03,2025-04-26,1
C01403,Client_PC_01403,Personne courante,Lubumbashi,1039.67,19,2022-09-20,2025-07-16,1
C01404,Client_PC_01404,Personne courante,Lubumbashi,1258.35,14,2022-08-04,2024-10-19,1
C01405,Anonyme,Personne courante,Lubumbashi,8.1,1,2023-06-14,2023-06-14,0
C01405,Client_PC_01405,Personne courante,Lubumbashi,901.45,14,2022-09-30,2025-05-30,1
C01406,Client_PC_01406,Personne courante,Lubumbashi,219.84,10,2022-08-09,2025-06-01,1
C01407,Anonyme,Personne courante,Lubumbashi,110.7,1,2024-01-18,2024-01-18,0
C01407,Client_PC_01407,Personne courante,Kolwezi,1723.3,14,2022-10-05,2025-02-21,1
C01408,Client_PC_01408,Personne courante,Lubumbashi,823.58,13,2022-12-12,2025-06-27,1
C01409,Client_PC_01409,Personne courante,Lubumbashi,3158.4500000000003,17,2022-08-16,2025-07-31,1
C01410,Client_PC_01410,Personne courante,Lubumbashi,2620.76,13,2022-08-18,2025-06-27,1
C01411,Anonyme,Personne courante,Lubumbashi,154.0,1,2024-07-06,2024-07-06,0
C01411,Client_PC_01411,Personne courante,Lubumbashi,3230.07,16,2022-09-10,2025-07-22,1
C01412,Anonyme,Personne courante,Lubumbashi,75.6,1,2023-01-05,2023-01-05,0
C01412,Client_PC_01412,Personne courante,Lubumbashi,926.1,13,2022-08-08,2025-06-27,1
C01413,Anonyme,Personne courante,Lubumbashi,662.4,1,2023-03-23,2023-03-23,0
C01413,Client_PC_01413,Personne courante,Lubumbashi,486.4,12,2022-08-31,2025-07-31,1
C01414,Anonyme,Personne courante,Lubumbashi,559.9,2,2023-08-23,2024-06-25,0
C01414,Client_PC_01414,Personne courante,Lubumbashi,427.85,10,2022-08-12,2025-06-06,1
C01415,Client_PC_01415,Personne courante,Lubumbashi,1509.175,18,2022-08-03,2025-07-16,1
C01416,Client_PC_01416,Personne courante,Lubumbashi,1448.2,13,2022-08-22,2024-11-12,1
C01417,Anonyme,Personne courante,Lubumbashi,1.5,1,2022-12-11,2022-12-11,0
C01417,Client_PC_01417,Personne courante,Lubumbashi,1248.8,12,2022-08-25,2025-02-13,1
C01418,Anonyme,Personne courante,Lubumbashi,5.32,1,2023-12-15,2023-12-15,0
C01418,Client_PC_01418,Personne courante,Lubumbashi,875.63,14,2023-01-09,2025-07-28,1
C01419,Anonyme,Personne courante,Likasi,37.2,2,2023-12-16,2025-07-07,0
C01419,Client_PC_01419,Personne courante,Lubumbashi,809.5,16,2022-08-23,2025-07-21,1
C01420,Anonyme,Personne courante,Lubumbashi,69.0,2,2024-08-29,2025-01-16,0
C01420,Client_PC_01420,Personne courante,Lubumbashi,959.3,12,2022-08-08,2025-02-01,1
C01421,Anonyme,Personne courante,Lubumbashi,432.0,1,2022-11-25,2022-11-25,0
C01421,Client_PC_01421,Personne courante,Lubumbashi,1101.8700000000001,15,2022-09-05,2025-01-19,1
C01422,Client_PC_01422,Personne courante,Lubumbashi,1933.53,12,2022-08-06,2025-04-08,1
C01423,Anonyme,Personne courante,Lubumbashi,2.7,1,2022-08-15,2022-08-15,0
C01423,Client_PC_01423,Personne courante,Lubumbashi,1440.055,16,2022-08-20,2025-07-03,1
C01424,Client_PC_01424,Personne courante,Lubumbashi,350.95,12,2022-08-12,2025-04-09,1
C01425,Anonyme,Personne courante,Kolwezi,500.0,1,2023-02-09,2023-02-09,0
C01425,Client_PC_01425,Personne courante,Lubumbashi,871.73,17,2022-12-31,2025-07-22,1
C01426,Anonyme,Personne courante,Kolwezi,5.48,2,2023-11-24,2025-03-31,0
C01426,Client_PC_01426,Personne courante,Lubumbashi,780.55,17,2022-08-15,2025-04-28,1
C01427,Client_PC_01427,Personne courante,Lubumbashi,1477.8,9,2022-12-10,2025-05-21,1
C01428,Anonyme,Personne courante,Lubumbashi,7.0,1,2023-09-12,2023-09-12,0
C01428,Client_PC_01428,Personne courante,Lubumbashi,670.13,9,2022-10-12,2025-02-25,1
C01429,Client_PC_01429,Personne courante,Lubumbashi,673.24,11,2022-08-02,2024-10-03,1
C01430,Anonyme,Personne courante,Lubumbashi,45.0,1,2024-09-18,2024-09-18,0
C01430,Client_PC_01430,Personne courante,Lubumbashi,752.3800000000001,9,2023-01-14,2025-06-28,1
C01431,Client_PC_01431,Personne courante,Lubumbashi,2085.4900000000002,17,2022-09-20,2025-05-23,1
C01432,Client_PC_01432,Personne courante,Lubumbashi,1274.93,18,2022-10-05,2025-07-24,1
C01433,Client_PC_01433,Personne courante,Lubumbashi,965.18,14,2022-09-20,2025-05-14,1
C01434,Anonyme,Personne courante,Lubumbashi,97.5,1,2024-07-11,2024-07-11,0
C01434,Client_PC_01434,Personne courante,Lubumbashi,1211.6,10,2023-01-04,2025-04-01,1
C01435,Anonyme,Personne courante,Kolwezi,27.0,1,2023-05-25,2023-05-25,0
C01435,Client_PC_01435,Personne courante,Lubumbashi,1049.61,19,2022-09-09,2025-06-17,1
C01436,Anonyme,Personne courante,Lubumbashi,16.8,1,2024-09-10,2024-09-10,0
C01436,Client_PC_01436,Personne courante,Lubumbashi,1631.91,14,2022-09-15,2025-03-08,1
C01437,Client_PC_01437,Personne courante,Lubumbashi,1805.75,20,2022-08-05,2025-07-12,1
C01438,Client_PC_01438,Personne courante,Lubumbashi,165.23,10,2022-09-16,2025-06-05,1
C01439,Anonyme,Personne courante,Lubumbashi,15.4,1,2025-01-27,2025-01-27,0
C01439,Client_PC_01439,Personne courante,Lubumbashi,2844.2000000000003,14,2022-08-14,2025-06-27,1
C01440,Anonyme,Personne courante,Kolwezi,469.5,2,2022-11-26,2023-10-17,0
C01440,Client_PC_01440,Personne courante,Lubumbashi,1434.4,10,2022-08-03,2024-12-23,1
C01441,Client_PC_01441,Personne courante,Lubumbashi,397.69,10,2023-04-01,2025-05-31,1
C01442,Anonyme,Personne courante,Lubumbashi,336.0,1,2024-01-15,2024-01-15,0
C01442,Client_PC_01442,Personne courante,Lubumbashi,1150.85,16,2022-08-08,2025-01-22,1
C01443,Anonyme,Personne courante,Lubumbashi,260.0,1,2022-10-07,2022-10-07,0
C01443,Client_PC_01443,Personne courante,Lubumbashi,834.5,11,2022-09-08,2025-05-03,1
C01444,Anonyme,Personne courante,Kolwezi,352.4,2,2024-04-06,2024-10-02,0
C01444,Client_PC_01444,Personne courante,Lubumbashi,1645.6499999999999,16,2022-08-04,2025-07-15,1
C01445,Client_PC_01445,Personne courante,Lubumbashi,1634.05,13,2022-08-15,2025-07-08,1
C01446,Client_PC_01446,Personne courante,Lubumbashi,987.45,14,2022-09-08,2025-07-14,1
C01447,Anonyme,Personne courante,Lubumbashi,84.5,1,2023-07-12,2023-07-12,0
C01447,Client_PC_01447,Personne courante,Lubumbashi,664.6999999999999,11,2022-08-03,2025-04-16,1
C01448,Client_PC_01448,Personne courante,Lubumbashi,313.17,13,2023-11-04,2025-01-29,1
C01449,Client_PC_01449,Personne courante,Lubumbashi,1734.6399999999999,11,2022-11-02,2025-07-29,1
C01450,Client_PC_01450,Personne courante,Lubumbashi,643.5,15,2022-09-08,2025-04-17,1
C01451,Client_PC_01451,Personne courante,Lubumbashi,2009.1100000000001,14,2022-08-26,2025-03-30,1
C01452,Anonyme,Personne courante,Lubumbashi,14.4,2,2023-10-28,2024-12-06,0
C01452,Client_PC_01452,Personne courante,Lubumbashi,1369.3,11,2022-09-02,2025-06-04,1
C01453,Client_PC_01453,Personne courante,Lubumbashi,1128.33,14,2022-08-23,2025-07-29,1
C01454,Client_PC_01454,Personne courante,Lubumbashi,1518.05,14,2022-09-23,2025-03-14,1
C01455,Client_PC_01455,Personne courante,Lubumbashi,1453.82,10,2022-08-19,2025-03-04,1
C01456,Client_PC_01456,Personne courante,Lubumbashi,1207.73,11,2022-08-07,2025-07-28,1
C01457,Anonyme,Personne courante,Kolwezi,15.4,1,2024-08-08,2024-08-08,0
C01457,Client_PC_01457,Personne courante,Lubumbashi,1618.95,12,2022-09-16,2025-05-09,1
C01458,Client_PC_01458,Personne courante,Lubumbashi,1302.83,16,2022-09-12,2025-05-21,1
C01459,Anonyme,Personne courante,Lubumbashi,27.0,1,2024-07-31,2024-07-31,0
C01459,Client_PC_01459,Personne courante,Lubumbashi,1721.82,13,2022-09-28,2025-06-01,1
C01460,Anonyme,Personne courante,Lubumbashi,308.0,1,2023-03-30,2023-03-30,0
C01460,Client_PC_01460,Personne courante,Lubumbashi,1330.46,12,2022-08-16,2024-11-28,1
C01461,Anonyme,Personne courante,Lubumbashi,126.0,2,2024-08-21,2025-01-01,0
C01461,Client_PC_01461,Personne courante,Lubumbashi,538.8,11,2022-10-25,2025-07-20,1
C01462,Client_PC_01462,Personne courante,Lubumbashi,830.88,13,2022-08-25,2025-02-06,1
C01463,Client_PC_01463,Personne courante,Lubumbashi,1167.76,19,2022-12-02,2025-04-22,1
C01464,Client_PC_01464,Personne courante,Lubumbashi,939.3900000000001,15,2022-08-13,2024-11-01,1
C01465,Client_PC_01465,Personne courante,Lubumbashi,2067.77,11,2022-12-26,2025-05-14,1
C01466,Client_PC_01466,Personne courante,Lubumbashi,1320.83,22,2022-08-03,2025-07-10,1
C01467,Anonyme,Personne courante,Lubumbashi,252.0,1,2024-09-13,2024-09-13,0
C01467,Client_PC_01467,Personne courante,Lubumbashi,1196.3,8,2023-05-03,2025-01-15,1
C01468,Anonyme,Personne courante,Lubumbashi,41.6,1,2024-05-22,2024-05-22,0
C01468,Client_PC_01468,Personne courante,Lubumbashi,1074.25,14,2022-08-06,2025-07-29,1
C01469,Client_PC_01469,Personne courante,Lubumbashi,1267.81,15,2022-08-04,2024-12-20,1
C01470,Anonyme,Personne courante,Lubumbashi,961.0,3,2022-09-22,2024-03-04,1
C01470,Client_PC_01470,Personne courante,Lubumbashi,1931.2,13,2022-10-03,2025-03-07,1
C01471,Anonyme,Personne courante,Kolwezi,294.0,1,2023-11-25,2023-11-25,0
C01471,Client_PC_01471,Personne courante,Lubumbashi,1141.17,14,2022-10-14,2025-07-08,1
C01472,Anonyme,Personne courante,Lubumbashi,350.0,1,2023-09-01,2023-09-01,0
C01472,Client_PC_01472,Personne courante,Lubumbashi,1491.3200000000002,7,2022-08-24,2025-07-12,1
C01473,Anonyme,Personne courante,Likasi,1.35,1,2024-09-02,2024-09-02,0
C01473,Client_PC_01473,Personne courante,Lubumbashi,1081.5,15,2022-09-15,2025-06-23,1
C01474,Client_PC_01474,Personne courante,Lubumbashi,1437.95,17,2022-08-04,2025-06-16,1
C01475,Client_PC_01475,Personne courante,Lubumbashi,1253.4299999999998,8,2022-08-25,2025-07-31,1
C01476,Anonyme,Personne courante,Lubumbashi,416.0,1,2023-07-03,2023-07-03,0
C01476,Client_PC_01476,Personne courante,Lubumbashi,1451.8799999999999,13,2022-08-25,2025-05-09,1
C01477,Anonyme,Personne courante,Lubumbashi,497.2,5,2022-09-11,2024-07-22,1
C01477,Client_PC_01477,Personne courante,Lubumbashi,1541.6,15,2022-08-22,2025-04-21,1
C01478,Client_PC_01478,Personne courante,Lubumbashi,967.67,13,2022-08-01,2025-03-13,1
C01479,Anonyme,Personne courante,Kolwezi,21.0,1,2024-01-09,2024-01-09,0
C01479,Client_PC_01479,Personne courante,Lubumbashi,1144.44,19,2022-09-22,2025-07-10,1
C01480,Client_PC_01480,Personne courante,Lubumbashi,1414.8,12,2022-09-15,2025-03-26,1
C01481,Anonyme,Personne courante,Lubumbashi,58.8,1,2023-04-26,2023-04-26,0
C01481,Client_PC_01481,Personne courante,Lubumbashi,2184.95,19,2022-08-01,2025-06-20,1
C01482,Client_PC_01482,Personne courante,Lubumbashi,1432.7,10,2023-01-22,2025-05-30,1
C01483,Client_PC_01483,Personne courante,Lubumbashi,819.75,16,2022-08-22,2025-04-14,1
C01484,Client_PC_01484,Personne courante,Lubumbashi,2037.19,24,2022-08-29,2025-06-09,1
C01485,Anonyme,Personne courante,Kolwezi,27.0,1,2023-01-21,2023-01-21,0
C01485,Client_PC_01485,Personne courante,Lubumbashi,1363.12,15,2022-12-09,2025-07-14,1
C01486,Client_PC_01486,Personne courante,Lubumbashi,1387.2,21,2022-08-01,2025-05-16,1
C01487,Client_PC_01487,Personne courante,Lubumbashi,613.9499999999999,7,2022-11-04,2024-09-23,1
C01488,Client_PC_01488,Personne courante,Lubumbashi,718.8000000000001,13,2022-09-21,2025-01-24,1
C01489,Anonyme,Personne courante,Lubumbashi,341.3,3,2023-04-27,2024-10-14,1
C01489,Client_PC_01489,Personne courante,Lubumbashi,1095.9,8,2023-09-20,2025-07-13,1
C01490,Anonyme,Personne courante,Lubumbashi,30.8,1,2024-02-11,2024-02-11,0
C01490,Client_PC_01490,Personne courante,Lubumbashi,1683.43,19,2022-08-03,2025-07-13,1
C01491,Client_PC_01491,Personne courante,Lubumbashi,784.18,23,2022-08-19,2025-07-28,1
C01492,Anonyme,Personne courante,Lubumbashi,15.059999999999999,2,2022-08-02,2022-12-22,0
C01492,Client_PC_01492,Personne courante,Lubumbashi,1298.71,10,2022-09-06,2024-09-15,1
C01493,Anonyme,Personne courante,Lubumbashi,1.22,1,2024-12-10,2024-12-10,0
C01493,Client_PC_01493,Personne courante,Lubumbashi,417.22,13,2022-08-02,2025-07-08,1
C01494,Client_PC_01494,Personne courante,Lubumbashi,672.35,14,2022-08-31,2025-07-24,1
C01495,Anonyme,Personne courante,Lubumbashi,18.24,1,2025-02-09,2025-02-09,0
C01495,Client_PC_01495,Personne courante,Lubumbashi,1078.67,14,2022-08-01,2025-07-01,1
C01496,Anonyme,Personne courante,Likasi,78.0,2,2023-07-05,2023-08-10,0
C01496,Client_PC_01496,Personne courante,Lubumbashi,1262.83,17,2022-08-25,2025-07-09,1
C01497,Anonyme,Personne courante,Lubumbashi,25.2,1,2025-06-24,2025-06-24,0
C01497,Client_PC_01497,Personne courante,Lubumbashi,1119.0,16,2022-08-05,2025-01-10,1
C01498,Client_PC_01498,Personne courante,Lubumbashi,1156.9850000000001,16,2022-08-02,2025-07-11,1
C01499,Client_PC_01499,Personne courante,Lubumbashi,565.46,12,2022-09-30,2025-02-10,1
C01500,Anonyme,Personne courante,Lubumbashi,352.1,2,2022-08-23,2023-11-22,0
C01500,Client_PC_01500,Personne courante,Lubumbashi,1371.54,10,2023-01-04,2024-12-27,1
C01501,Client_PC_01501,Personne courante,Lubumbashi,1354.825,15,2022-08-13,2025-04-23,1
C01502,Anonyme,Personne courante,Kolwezi,13.35,2,2023-11-30,2024-02-06,0
C01502,Client_PC_01502,Personne courante,Lubumbashi,356.5,5,2022-09-05,2024-04-01,1
C01503,Anonyme,Personne courante,Lubumbashi,256.5,2,2023-03-22,2024-11-12,0
C01503,Client_PC_01503,Personne courante,Lubumbashi,1112.54,20,2022-08-09,2025-02-11,1
C01504,Anonyme,Personne courante,Kolwezi,12.0,1,2022-09-26,2022-09-26,0
C01504,Client_PC_01504,Personne courante,Lubumbashi,1312.05,6,2022-08-23,2025-04-13,1
C01505,Client_PC_01505,Personne courante,Lubumbashi,1249.19,15,2022-11-06,2025-07-28,1
C01506,Client_PC_01506,Personne courante,Lubumbashi,652.8,10,2022-10-06,2024-10-28,1
C01507,Anonyme,Personne courante,Lubumbashi,11.76,1,2023-02-17,2023-02-17,0
C01507,Client_PC_01507,Personne courante,Lubumbashi,804.58,13,2022-10-20,2025-07-12,1
C01508,Anonyme,Personne courante,Lubumbashi,11.9,1,2023-06-19,2023-06-19,0
C01508,Client_PC_01508,Personne courante,Lubumbashi,1013.0,13,2022-08-01,2025-07-04,1
C01509,Client_PC_01509,Personne courante,Lubumbashi,452.08,11,2023-01-06,2025-03-22,1
C01510,Anonyme,Personne courante,Lubumbashi,57.0,1,2023-09-26,2023-09-26,0
C01510,Client_PC_01510,Personne courante,Lubumbashi,1067.62,10,2022-08-31,2025-03-10,1
C01511,Anonyme,Personne courante,Kolwezi,32.4,2,2022-11-20,2023-09-12,0
C01511,Client_PC_01511,Personne courante,Lubumbashi,2127.18,21,2022-08-19,2024-11-08,1
C01512,Anonyme,Personne courante,Lubumbashi,4.2,1,2025-03-11,2025-03-11,0
C01512,Client_PC_01512,Personne courante,Lubumbashi,560.7,12,2022-09-17,2025-06-19,1
C01513,Anonyme,Personne courante,Lubumbashi,161.8,2,2022-09-28,2024-11-16,0
C01513,Client_PC_01513,Personne courante,Lubumbashi,199.26,11,2022-12-23,2025-01-21,1
C01514,Client_PC_01514,Personne courante,Lubumbashi,1523.0,9,2022-08-21,2024-12-25,1
C01515,Client_PC_01515,Personne courante,Lubumbashi,1539.53,17,2022-08-11,2024-11-27,1
C01516,Anonyme,Personne courante,Lubumbashi,190.0,1,2023-05-30,2023-05-30,0
